"ID","tb_score","tb_errors","tb_meanrt_correct","tb_meanrt_incorrect","ne_score","ne_errors","ne_meanrt_correct","ne_meanrt_incorrect","mt_score","mt_errors","mt_meanrt_correct","mt_meanrt_incorrect","bcd_score","bcd_lgst_streak","bcd_meanrt_correct","bcd_meanrt_incorrect","bci_score","bci_lgst_streak","bci_meanrt_correct","bci_meanrt_incorrect","sm_score","sm_lgst_streak","sm_meanrt_correct","sm_meanrt_incorrect","cs_score","cs_meanrt_correct","cs_meanrt_incorrect","jm_tot_test_trials","jm_score","jm_errors","jm_complete","jm_meanrt_correct","jm_meanrt_incorrect","jm_tot_ax_trial","jm_ax_score","jm_ax_errors","jm_tot_else_trial","jm_else_score","jm_else_errors","jm_ax_meanrt_correct","jm_ax_meanrt_incorrect","jm_else_meanrt_correct","jm_else_meanrt_incorrect","jm_drt_ax"
"C3E04",19,5,1338.53846153846,625,11,7,2129.90909090909,1811.28571428571,18,6,1774.83333333333,2222.33333333333,3,2,2674.66666666667,1381.33333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C3E05",22,2,1487.26666666667,NA,5,13,4245.2,3415.53846153846,11,13,3420.09090909091,3595,1,1,4167,2357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C3E06",23,1,1341.5,NA,6,12,6939.66666666667,4607.41666666667,14,10,3533.14285714286,3796.6,1,1,6929,2866.66666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C3E08",24,0,1360.17647058824,NA,16,2,4193.625,7147.5,18,6,2523.27777777778,2760.16666666667,3,3,4020.33333333333,5847.33333333333,4,2,8922.5,4464.33333333333,9,6,5849.33333333333,4148.25,12,5339.33333333333,12920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C3E09",23,1,1137.0625,NA,2,16,11301,4090.3125,11,13,2630.36363636364,3383.46153846154,1,1,7436,1259.33333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C3E10",22,2,674.941176470588,531,17,1,2804.41176470588,1860,16,8,2534.75,3103,4,2,6089,2008,1,1,7288,1644,13,7,7946.76923076923,14355.6666666667,12,7595.91666666667,5358.33333333333,56,56,0,FALSE,1007.94642857143,NA,39,39,0,17,17,0,1017.35897435897,NA,986.352941176471,NA,31.0060331825038
"C3F01",23,1,935.4375,NA,15,3,4069.26666666667,4095,14,10,3172.5,3517.2,2,2,4065.5,3736.66666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C3F02",19,5,944.466666666667,554,10,8,3221.3,3967.125,15,9,2600.53333333333,4773.11111111111,2,2,5407.5,4337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C3F07",23,1,809.4375,NA,14,4,1929.85714285714,5234,20,4,2073.45,3001.5,1,1,4720,1593.66666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C3F08",23,1,1041.8125,NA,12,6,4129.75,2882.8,14,10,5016.57142857143,8775.22222222222,3,2,7641,5113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C3F09",23,1,1135.6875,NA,14,4,3053.14285714286,4094.25,18,6,2379.22222222222,2725.5,2,1,1996.5,1333.33333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C3F12",24,0,1130.88235294118,NA,14,4,2915.78571428571,3686.66666666667,15,9,1914.26666666667,2827.88888888889,4,4,4299,3722.33333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C3F14",23,1,1113.875,NA,14,4,4593.42857142857,5399,17,7,1903.41176470588,2176.85714285714,2,2,2914,1219.33333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C3F19",24,0,1123.52941176471,NA,16,2,2276.75,2001,18,6,2393,3190,3,3,7174.66666666667,3835.33333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C3F20",15,9,1316.8,304,16,2,3730.8125,6705.5,20,4,2061.8,3019.75,2,2,7167.5,3689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C3F21",24,0,1114.52941176471,NA,18,0,2742.77777777778,NA,22,2,2291.59090909091,2310.5,4,4,3807,1285.33333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C3G01",23,1,1075.8125,NA,17,1,1863.82352941176,1234,19,5,2123.89473684211,3159.8,3,2,5220.33333333333,1484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C3G02",22,2,964.666666666667,NA,13,5,6838.76923076923,7620.33333333333,18,6,3415.72222222222,3324.33333333333,2,1,4811.5,2282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C3G04",20,4,770,365.333333333333,15,3,2331.8,3917.33333333333,12,12,2475.91666666667,2079,2,2,2689.5,1723.66666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C3G05",22,2,1298.46666666667,NA,15,3,4074.73333333333,3698,14,10,3209.07142857143,3831.7,2,1,6013,2530.33333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C3G07",22,2,1276.73333333333,NA,17,1,3551.64705882353,3257,15,9,2959.8,3065.44444444444,1,1,6485,2181.33333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C3G08",22,2,1350.5625,670,14,4,4402.92857142857,2680,11,13,2937.09090909091,3435.84615384615,2,1,6381.5,3264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C3G10",23,1,1261.0625,NA,12,6,7416.5,7730.5,14,10,3274.85714285714,5090.5,3,3,10659.3333333333,2232,2,2,10535,2019,4,3,4614.25,5536.66666666667,14,10980.4285714286,8185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C3G11",24,0,1234,NA,14,4,4286.14285714286,7659.75,15,9,2676.26666666667,2917.77777777778,2,2,3710,2275.33333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C3H01",19,5,1803,NA,7,11,2740.57142857143,5535.36363636364,16,8,5674.9375,6464.875,3,3,6672.66666666667,6215.33333333333,0,0,NA,1325,9,5,3973.66666666667,2942,13,6511.46153846154,6128.5,60,54,6,TRUE,1830.18518518519,2300,42,38,4,18,16,2,1833.39473684211,1882,1822.5625,3136,10.8322368421052
"C3H03",24,0,1391.64705882353,NA,16,2,3105.375,1916,12,12,2459.41666666667,2367.58333333333,4,4,3428,2079.66666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C3H05",23,1,822.588235294118,559,17,1,3187.52941176471,16654,21,3,2249.95238095238,2081.33333333333,4,3,4655,2918.33333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C3H06",24,0,806.058823529412,NA,15,3,4653.86666666667,14010.3333333333,19,5,2159.78947368421,3311.2,3,3,5585.33333333333,3928.33333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C3H07",20,4,952.533333333333,615,9,9,5709.88888888889,3496.44444444444,13,11,5696.30769230769,5333.81818181818,2,2,20120.5,1458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C3H08",16,8,1037.90909090909,1093.5,14,4,2804.78571428571,3342.25,13,11,3423.15384615385,5552,2,2,7539,6746.66666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C3H13",24,0,1256.35294117647,NA,16,2,6612.875,3040,14,10,3559.35714285714,4548.4,2,1,7878.5,4888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C3H14",23,1,761.25,NA,14,4,3087.35714285714,6858.25,11,13,2520.36363636364,2811.07692307692,1,1,2165,659.333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C3H15",22,2,1078.53333333333,NA,11,7,5524.36363636364,4070.57142857143,7,17,4797.14285714286,4680.17647058824,2,2,4090,1530,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C3H16",24,0,1215.94117647059,NA,17,1,4216.76470588235,NA,8,16,3028.375,3552.125,1,1,10046,5115.33333333333,2,2,4534,2299,6,6,3439.16666666667,4682.33333333333,12,8599.58333333333,8642.33333333333,60,52,8,TRUE,1149.86538461538,1453,42,42,0,18,10,8,1099.57142857143,NA,1361.1,1453,-261.528571428571
"C3I02",23,1,853.823529411765,946,15,3,2583,2578.33333333333,18,6,1737.27777777778,1900.16666666667,6,6,3275.83333333333,2156.33333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C3I03",24,0,881.176470588235,NA,15,3,1995.73333333333,3275,18,6,1838.11111111111,2145,2,2,1384,1270.33333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C3I04",20,4,1618.15384615385,NA,14,4,3417.42857142857,2939,4,20,7167.5,3450.38888888889,2,1,5558,3010.33333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C3I05",23,1,1323.25,NA,15,3,4110.06666666667,4529.5,16,8,3263.25,4222.375,3,2,3694,3107.66666666667,4,4,6466.5,5338.66666666667,5,5,4190.6,7246.33333333333,11,7198.63636363636,8918,60,57,3,TRUE,1504.9298245614,NA,42,39,3,18,18,0,1436.46153846154,NA,1653.27777777778,NA,-216.816239316239
"C3I06",24,0,1116.35294117647,NA,14,4,2966.78571428571,5301,15,9,2089.73333333333,1886.44444444444,4,2,4097.75,2204.33333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C3I07",24,0,1232.47058823529,NA,17,1,3612.64705882353,NA,19,5,2273.21052631579,3940.6,1,1,821,874.333333333333,3,2,8594,2872,7,7,3577,5988.66666666667,12,3514.91666666667,6640.33333333333,8,6,2,FALSE,1159,NA,5,3,2,3,3,0,1273.33333333333,NA,1044.66666666667,NA,228.666666666667
"C3I09",24,0,774.941176470588,NA,13,5,3484.15384615385,5914.4,21,3,2435.61904761905,2692,4,3,3176,2154.33333333333,7,6,3327.85714285714,1071.33333333333,18,9,6580.38888888889,4850,12,2642,6688.66666666667,60,60,0,TRUE,665.25,NA,42,42,0,18,18,0,681.952380952381,NA,626.277777777778,NA,55.6746031746031
"C3I10",24,0,920.705882352941,NA,18,0,3201.55555555556,NA,22,2,1719.45454545455,4789,2,1,1987,900.666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C3I11",24,0,801.117647058824,NA,16,2,2804.5625,1403,21,3,4058.38095238095,10132,2,2,8168.5,3245,0,0,NA,2729.33333333333,5,4,2496.8,8219.33333333333,9,5473.55555555556,14078.3333333333,60,57,3,TRUE,705.842105263158,NA,42,41,1,18,16,2,703.80487804878,NA,711.0625,NA,-7.25762195121956
"C3I12",16,8,1244,451.333333333333,4,14,2509.25,3057.64285714286,14,10,2568.28571428571,2883,2,2,4454,1916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C3I14",22,2,1563.4,NA,5,13,3902.4,4394.69230769231,15,9,4290.73333333333,5438.77777777778,1,1,7382,2712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C3I16",24,0,892.941176470588,NA,18,0,3547.55555555556,NA,18,6,3119.83333333333,5179.6,5,4,4651.6,2900.33333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C3I18",16,8,797.923076923077,548.25,15,3,3689.13333333333,2471.66666666667,19,5,2811.05263157895,2887,1,1,6841,991.666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C3I20",18,6,1411.81818181818,NA,15,3,4965.8,9537.66666666667,18,6,2894.22222222222,3501.33333333333,3,2,8174,2621.33333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
